id,nombre,direccion,telefono,correo,sitio_web,id_tipo,id_ubicacion
179,ETNICA,"5A CALLE 16-25 Zona 16 CONDOMINIO ALTOS DE LA MONTAÑA, SOTANO 3 SOTANO 3",95751892,info@etnicasc.com,ww.etnicasc.com,3,1
180,EXCURSIONES ECONOMICAS,7A. AVENIDA 13-63 Zona 18 COLONIA ATLANTIDA,13687496,excursioneseconomicas@tutopia.com,,1,1
181,EXCURSIONES SANTA FE,,44223455,mariana_ barrera@yahoo.com,,2,1
182,EXPEDICION EXTREMA GUATEMALA,26 AVENIDA 10-10 Zona 14 APARTAMENTO A,93662053,info@expedicionextrema.gt,www.expedicionextrema.gt,1,1
183,EXPEDICION PANAMUNDO GUATEMALA,19 AVENIDA 16-70 Zona 10,93567569,info@expedicion-panamundo.com,www.expedicion-panamundo.com,1,1
184,EXPEDICIONES LUCIANOS,6A CALLE 0-75 0-75 Zona 9,10748660,infolucianos@gmail.com,www.expedicioneslucianos@gmail.com,3,1
185,EXPLORE GUATEMALA,"2A. CALLE 35-14 Zona 7 SECTOR 1 SECTOR 1, CASA 19, LAS DALIAS",19679949,claudia@exploreguatemala.info,www.exploreguatemala.info,1,1
186,EXPRESS TOURS,3A. AVENIDA 20-52 Zona 10 LOS ARCOS,68108415,giulietta@eexpresstours.com,eexpresstours.com,2,1
187,FC TRAVEL,"CALZADA ROOSEVELT 33-86 Zona 7 EDIFICIO ILUMINA, OF. 601 A",18260804,fcservicio@aol.com,fcgt.life,1,1
188,FEEL ONE WORLD,2DA AVENIDA 10-37 Zona 10 1ER. NIVEL OFICINA 1,67596852,mildredrcd@gmail.com,,3,1
189,FEELING TRIPS,13 CALLE 3-57 Zona 10,69297215,travel@feelingtrips.com,,3,1
190,FELIZ VIAJE,"5A. AVENIDA 5-55 Zona 14 EDIFICIO EUROPLAZA, OF. 102, TORRE 3 EDIFICIO EUROPLAZA, OF. 102, TORRE 3",15617318,mariacasasolao@happytravel.net,www.happytravel.net,6,1
191,FENIX MAYORISTA,19 AVENIDA 2-78 Zona 11 COLONIA EL MIRADOR EDIFICIO DISTRITO MIRAFLORES,13941636,info@fenixmayorista.com,www.fenixmayorista.com,5,1
192,FENIX TRAVEL MAYORISTA,10 AVENIDA 18-02 Zona 10 CENTRO COMERCIAL PRISA OF. 302-B,78376075,info@fenixmayorista.com,www.fenixmayorista.com,5,1
193,FOUR DIRECTIONS,1 CALLE 30-65 Zona 7 COLONIA UTATLAN I,93042660,info@fourdirections.com.gt,www.fourdirections.travel,7,1
194,FOUR SEASONS TRAVEL,"19 CALLE 5-47 Zona 10 2DO. NIVEL PLAZA CENTRAL CENTRO COMERCIAL UNICENTRO, LOCAL 208",97596119,myrc53@hotmail.com,www.fourseasonstravel.com.gt,2,1
195,FREEDOM & ADVENTURE TOUR OPERATOR,14 CALLE 3-51 Zona 10 EDIFICIO MURANO,31585674,,,3,1
196,FUN TOURS GUATEMALA,6TA. CALLE 1-44 Zona 1,91966573,info@funtoursguatemala.com.gt,www.funtoursguatemala.com.gt,1,1
197,FUTURA TOURS,14 AVENIDA 43-24 Zona 12 COLONIA VILLA SOL,30900635,futura.tours@gmail.com,,1,1
198,G TRAVEL,"BOULEVARD LOS PROCERES 18 CALLE 24-69 Zona 10 ZONA PRADERA, TORRE IV OF. 803, NIVEL 8, ZONA PRADERA, TORRE IV",91639211,wflorian93@gmail.com,,2,1
199,GALAXY,"AVENIDA REFORMA 7-69 Zona 9 5TO. NIVEL, EDIFICIO ARISTOS REFORMA",33779469,bbenavides@galaxy-vacations.com,,4,1
200,GETAWAY,20 CALLE 6-32 Zona 11 COLONIA MARISCAL EDIF. TORRE MARISCAL,40905923,servicioalcliente@getaway.com.gt,www.facebook.com/getawaygt/,1,1
201,GLOBAL DESTINY,36 AVENIDA 18-13 Zona 5 COLONIA ARRIVILLAGA,90058956,destino.turismo.global@gmail.com,,1,1
202,GNOMO,BOULEVARD AUSTRIACO 33-18 Zona 16 LIRIOS DE CAYALA 1 OF. 3D,79285201,info@tugnomo.com,,1,1
203,GO TRAVEL,"AVENIDA REFORMA 15-54, ZONA 9, LOC. 17",44689638,gotravel@guate.net.gt,,6,1
204,GOLF INCENTIVE FISHING TRAVEL,3A. AVENIDA 13-49 Zona 9,90343529,info@giftravelco.com,wwwgiftravelco.com,1,1
205,GRAND JAGUAR TOURS,1A. CALLE 15-61 Zona 15 COLONIA EL MAESTRO,39076611,info@grandjaguartours.com,facebook.com / grandjaguartours.com,1,1
206,GREEN FOREST TOURS AND TRAVEL,"3 CALLE ""B"" 7-59, ZONA 10",97390300,green_forest@intelnett.com,,1,1
207,GREEN PLANET TRAVEL,6 CALLE 15-01 Zona 14 CONDOMINIO RINCONES DE ANTIGUA,91266514,info@intursa.gt,www.intursa.gt,5,1
208,GREEN TOURS DE GUATEMALA,AVENIDA LAS AMERICAS 7-30 Zona 13 EDIFICIO LOS ARCOS,95859517,info@greentoursgt.com,www.greentoursgt.com,3,1
209,GREENWAY TRAVEL,"5A. AVENIDA 5-55 Zona 14 EDIFICIO EUROPLAZA WORLD BUSINESS CENTER, TORRE 4 NIVEL 15, OFICINAS 1501 Y 1502",52134989,dprieto@greenwayvacation.com,www.greenwayvacation.com,7,1
210,GRUPO JUVENTUR,"DIAGONAL 6 14-01 Zona 10 CENTRO COMERCIAL LAS MARGARITAS CENTRO COMERCIAL LAS MARGARITAS, LOCAL 7",96546842,info@viajero.com,www.viajeroglobal.com,1,1
211,GRUPO MAYA,11 CALLE 21-41 Zona 14 COLONIA DARUE COLONIA DARUE,64264092,chema@ptpmundomaya.com,www.ptpmundomaya.com,4,1
212,GRUPO MAYA,"BOULEVARD LOS PROCERES 24-69 Zona 10 EDIF. EMPRESARIAL ZONA PRADERA, TORRE II, OF. 1108",94467756,jaime@ptpmundomaya.com,ptpmundomaya.com,4,1
213,GRUPO SOSTAVISA,"1 CALLE ""A"" 20-79 Zona 14 COLONIA LAS VICTORIAS",98945629,mr@gruposotavisa.com,www.gruposostavisa.com,1,1
214,GTC,15 AVENIDA A 24-22 Zona 13,76136406,peflome09@yahoo.com,www.latinemotions.com,1,1
215,GTM,"4TA. AVENIDA 12-59 Zona 10 PLAZA FONTABELLA, OFICINA 3 E, 3ER. NIVEL",44906763,msaenz@gtm.com.gt,,5,1
216,GUAT2DO,11 CALLE 1-65 Zona 9,64916952,info@traveltoguatemala.com.gt,www.traveltoguatemala.com.gt,1,1
217,GUATE 4 YOU,"7A. AVENIDA 13-36 Zona 9 CONDOMINIO ALAMEDA CONDOMINIO ALAMEDA, APARTAMENTO 409",15008088,tours@guate4you.com,www.guate4you.com,1,1
218,GUATE TOUR,C. MARISCAL 5-76 Zona 11 GUATEMALA 11,74306465,guatetours18@gmail.com,,1,1
219,GUATECUPONES,"DIAGONAL 6 13-08 Zona 10 EDIFICIO RODRIGUEZ, NIVEL 14, LOCALES 402 Y 403",98873391,info@guatecupones.com,viajes.guatecupones.com,4,1
220,GUATEMALA EXPEDITIONS,KILOMETRO 9.5 CARRETERA AL ATLANTICO Zona 17,32077742,,www.guatemalaexpedition.com,1,1
221,GUATEMALA PETERS-EXTREME TOURS,11 AVENIDA 23-03 Zona 12 LA REFORMITA,29881052,posadzkipiotr@gmail.com,,1,1
222,GUATEMALA SUBLIME,5A CALLE 24-46 Zona 7 KAMINAL JUYU I,32000921,info@guatemalasublime.com,,1,1
223,GUATEMALA TOUR AND TRAVEL,"36 AVENIDA 21-96 Zona 5 APARTAMENTO 4-01, EDIF. CASA ASUNCION",39169282,gerencia@guatemalatt.com,www.guatemalatt.com,1,1
224,GUATEMALA TOURS-OPERADORA DE TURISMO,"11 CALLE 3-26, ZONA 9",95445972,wendylou@guatemalatous.com.gt,,1,1
225,GUATEMALA TRAVELS,11 CALLE 21-41 Zona 14 RESIDENCIALES DARRUE,62605564,info@guatemala-travels.com,www.guatemala-travels.com,1,1
226,GUATEMALA TURISTICA,31 CALLE 10-01 ZONA 12,27693350,guatemalaturistica@intelnet.com,,3,1
227,GUATEMALAN ADVENTURE,"13 CALLE 3-40 Zona 10 EDIFICIO ATLANTIS, LOCAL 50",46123611,info@guatemalaadventure.com,www.guatemalanadventure.com,1,1
228,GUATEMALAN TOURS,"MANZANA 4, LOTE 7 Zona 17 COLONIA MONTESANO, SANTA ROSITA",15332470,guatemalantours@hotmail.com,,3,1
229,GUATEMALAN TRAVEL & CRUISE TOURS AGENCY,46 AVENIDA 19-69 Zona 5 COLONIA SARAVIA,49670949,gerencia@gttravelers.com,www.gttravelers.com,3,1
230,GUATEMALAN VIVA TOURS,46 AVENIDA 19-85 Zona 5 COLONIA SARAVIA,43381524,guatemalanvivatours@gmail.com,www.guatemalanvivatours.com,1,1
231,GUATEMUNDO MAYA,6A. AVENIDA 0-60 Zona 4,46999416,guatemundomayaserviciosturism@gmail.com,,1,1
232,GUATEVALLEY,"VIA 4 1-30 Zona 4 EDIF. CAMPUS TECNOLOGICO 1, OF. 605",72777328,info@guatevalley.com,www.guatevalley.com,1,1
233,GUAZE TRAVEL,"24 13-51 Zona 16 BLVD. CENTRO MEDICO MILITAR, CONDADO SANTA AMELIA",49742515,viajes@guazetravel.com,,2,1
234,GUAZE TRAVEL,"16 CALLE 2-00 Zona 10 C.C. LOS PROCERES KIOSKO KF-2.22, 2DO. NIVEL",42255664,viajes@guazetravel.comm,,2,1
235,HAPPY PEOPLE,15 CALLE A 9-57 Zona 1,49818509,happypeople.gt@gmail.com,www.happypeople.gt,1,1
236,HAPPY TRAVEL,"5A. AVENIDA 5-55 Zona 14 EDIFICIO EUROPLAZA, PLANTA BAJA, TORRE 3 OF. 102 EDIFICIO EUROPLAZA, PLANTA BAJA, TORRE 3",37205106,mariacasasolao@happytravelagency.net,www.happytravelagency.net,3,1
237,HAPPY TRAVEL,2A. AVE. 11-10 Zona 9,31439515,happytravel@guate.net.gt,www.happytravelagency.com,3,1
238,HEDMAN ALAS,2A. AVENIDA 8-73 Zona 10,75631758,info@hedmanalas.com,www.hedmanalas.com,3,1
239,HIKING GUATEMALA,11 CALLE FINAL 8-00 Zona 2,86950704,pami.mendizabal@gmail.com,www.hikinguatemala.com,3,1
240,HOST TRAVEL GUATEMALA,11 AVENIDA 4-58 Zona 19 COLONIA LA FLORIDA APARTAMENTO A,17254503,hosttravelguatemala@gmail.com,facebook/hottravelguatemala,3,1
241,HUELLAS MAYAS,"6A. CALLE ""A"" 32-70 Zona 11 RESIDENCIALES V",61535428,huellasmayas@gmail.com,,1,1
242,IBERTRAVEL,"DIAGONAL 17 30-47, CASA NO. 9 Zona 11 LAS CHARCAS",45768036,ibertravel@ibertravelgt.com,www.ibertravelgt.com,5,1
243,IM VIAJES,4TA AVENIDA 19-25 Zona 14 EDIFICIO PALO BLANCO,91036963,info@imviajes.com,facebook/imviajesguatemala,2,1
244,INTERCITY TOURS,2A. CALLE 18-13 Zona 15 VISTA HERMOSA I,72555173,intercitytours@discovery-bs.com,,1,1
245,INTERNATIONAL BERAKA TOUR OPERATOR,6 CALLE 11-59 Zona 7 COLONIA QUINTA SAMAYOA,85551522,barakatours@outlook.com,,1,1
246,INTERNATIONAL TOURS & TRAVEL GUATEMALA,3A. AVENIDA 9-02 Zona 9 2O. NIVEL,84411336,itt@guatenet.net.gt,,6,1
247,IS TRAVEL,7A. CALLE A 1-65 Zona 14,92589415,ssotodsgtgmail.com,,1,1
248,ITC,1RA. AVENIDA 12-77 Zona 10 TORRE SANTA CLARA II TORRE SANTA CLARA II,41872832,ingrid.ochoa@gmail.com,,4,1
249,IX-CANAN TRAVEL,3A CALLE 8-66 Zona 17 COLONIA LOURDES,20179360,ho@ixcanan.travel,,1,1
250,IXIMULEW TRAVEL,39 AVENIDA 2-08 Zona 11 COLONIA TOLEDO,23808672,iximulewtravel@gmail.com,,1,1
251,JAGUAR DE JADE,"15 AVENIDA ""A"" 24-22 Zona 13",82782289,info@jaguardejade.com,www.jaguardejade.com,3,1
252,JAGUAR TRAVELS,11 CALLE 10-43 Zona 1 CENTRO HISTORICO,65487128,info@jaguartravelsgt.com,www.jaguartravelsgt.com,1,1
253,JET EXPRESS TRAVEL AGENCY & TOURS,"13 CALLE 3-40 Zona 10 TORRE II, 2DO. NIVEL EDIFICIO ATLANTIS",79708327,harryvillalta@yahoo.com,www.jetexpresstravel.com,3,1
254,JUNGLE FLYING TOURS,"AV. HINCAPIÉ, 18 CALLE, Zona 13 AEROPUERTO LA AURORA",85419329,armsa1@intelnet.net.gt,www.aerorutamayasa.com,1,1
255,JUNIORSA,1RA CALLE 37-11 Zona 11 COLONIA TOLEDO,81888079,contabilidad@juniorcorp.com,www.juniorcorp.com,5,1
256,JUST TRAVEL,1ERA. AVENIDA 10-87 Zona 10 EDIFICIO TORRE VIVA,89718391,info@justtravel.com.gt,,1,1
257,JUST TRAVEL,"12 CALLE 1-25 Zona 10 OF. 305, EDIF. GEMINIS, TORRE NORTE, 3 NIVEL",18473078,info@justtravel.com.gt,www.justtravel.com.gt,1,1
258,K´ASHEM,2DA AVENIDA 9-58 Zona 9,61006732,kashem@hastalacumbre.gt,www.hastalacumbre.gt - fb: hastalacumbre,1,1
259,K'AWIL TRAVEL,"2A. CALLE 37-86, CASA NO. 26 Zona 7 RESIDENCIALES BOUGAMBILIAS",78953516,ventas@kawil.com.gt,www.kawil.com.gt,3,1
260,KIKIA TRAVEL,AVENIDA JUAN CHAPIN 3-39 Zona 1,39428386,kikiatravel502@gmail.com,"fb. kikia travel, ig kikiatravel502",1,1
261,KIKOTEMASH TOURS,11 CALLE 0-62 Zona 11 COL. EL PROGRESO,89168771,kikotemashtours@gmail.com,,1,1
262,KM VIAJES,"27 AVENIDA 6-40 Zona 11 C.C. MAJADAS ONCE, PLANTA BAJA",70685066,jaragon@kmviajes.com.gt,www.kmviajes.com.gt,2,1
263,LAS ANTONIAS,"AV. LAS AMERICAS 18-81 Zona 14 EDIF. COLUMBUS CENTER, 1ER. NIVEL",47004740,blancaparedes.laxamericas@yahoo.com,www.laxtravelamericas.com,2,1
264,LAVAXPEDITION GUATEMALA,18 AVENIDA A 0-63 Zona 15 VISTA HERMOSA 2 (INTERIOR RESTAURANTE KAFFA),74302090,lavaxpedition@gmail.com,,1,1
265,LAX TRAVEL,"4A. CALLE 7-53 Zona 9 EDIFICIO TORRE AZUL EDIFICIO TORRE AZUL, OFICINA 102",25526270,ventas@laxtravel-ltn.com,www.alianzatravel.guate.net,4,1
266,LAX TRAVEL,"13 CALLE 2-60 Zona 10 EDIFICIO TOPACIO AZUL, LOCAL 102",79072609,laxtopacio@gmail.com,,2,1
267,LAX TRAVEL CAYALA,22 CALLE 9-33 Zona 16 PASEO CAYALA EDIFICIO F1,83820752,,,2,1
268,LAX TRAVEL MONTUFAR,6 AVENIDA 11-64 Zona 9,42228203,leonelmedina@laxmontufar.com.gt,www.laxmontufar.com.gt,2,1
269,LAX TRAVEL PORTAL,15 CALLE 6-38 Zona 10 CONDOMINIO VILLA REAL,89279546,,vivian@laxtravelportal.com,2,1
270,LAX TRAVEL ROOSEVELT,"CALZADA ROOSEVELT 13-70 Zona 7 C.C.PUNTO ROOSEVELT, LOCAL 32, PRIMER NIVEL",31190568,wsancho@laxroosevelt.com.gt,www.laxroosevelt.com.gt,2,1
271,LAX TRAVEL TOPACIO,"13 CALLE 2-60 Zona 10 EDIFICIO TOPACIO AZUL, OFICINA 103",90064673,info@laxtopacio.com,,2,1
272,LAX TRAVEL ZONA 9,6A. AVENIDA 11-46 Zona 9,90623104,,,2,1
273,LET´S DO IT,"7A. AVENIDA 3-17 Zona 9 EDIFICIO BUONAFINA, 3ER. NIVEL",75511099,adrianscanova@gmail.com,www.letsdoit.travel,2,1
274,LET´S SEE GUATE,"27 AVENIDA 8-26 Zona 4 COLONIA EL NARANJO, ZONA 4, MIXCO, GUATEMALA",11221460,letsseeguate.conta@gmail.com,,1,1
275,LIFE TRAVEL,AVENIDA PETAPA 35-40 Zona 12 CENTRO COMERCIAL PETAPA,15815225,usac10.tesoreria@gmail.com,,1,1
276,LOGITOURS,RUTAS 5 7-87 Zona 4,87747128,info@logitours.com,www.logitours.com,1,1
277,M.S. VIAJES,18 CALLE 23-30 Zona 10 2O. NIVEL PLAZA DECORISIMA,18561043,martasegura@msviajes.com.gt,,2,1
278,MACAW TOURS,AVENIDA LAS AMERICAS 5-32 Zona 13,79435130,reservations@macawtours.com,,1,1
279,MARCAN VIAJES,"DIAGONAL 6 12-42 Zona 10 EDIFICIO DESIGN CENTER EDIFICIO DESIGN CENTER, OF. 307",58920001,mcanteo@marcanviajes.com,www.marcanviajes.com,4,1
280,MARVISA,"2 CALLE 8-40, ZONA 17, COLONIA LOURDES",35934219,,,1,1
281,MAXIMA TRAVEL,"13 CALLE 3-40 Zona 10 EDIF. ATLANTIS, NIVEL II",11248892,ruth@maximatravel.com, gerencia@maximatravel.com,2,1
282,MAYA COSMOS,7A. CALLE 9-80 Zona 18 RESIDENCIALES ATLANTIDA,77993489,mayacosmos@live.com,www.toursmayacosmosguatemala.com,1,1
283,MAYA SKY TOUR OPERATOR,"18 CALLE 24-69 Zona 10 TORRE IV, OFICINA 1408",42881623,mayasky@mayasky.com.gt,www.mayaskyguatemala.com,3,1
284,MAYA TRAILS,7A. AVENIDA 14-84 Zona 13 COLONIA AURORA I,13719416,info@mayatrails.com.gt,www.mayatrails.com.gt,1,1
285,MAYA WORLD TOURS,"RUTA 6 9-21 Zona 4 EDIFICIO CAMARA DE INDUSTRIA, 4O. N.",94866118,rsm@mayahg.com, rsg@mayahg.com,1,1
286,MAYAEXOTIC,"12 CALLE 2-04 Zona 9 EDIFICIO PLAZA DEL SOL 3ER. NIVEL, OFICINA 325",48960243,info@mayaexotic.com,www.mayaexotic.com,3,1
287,MAYAKAN TOURS,"15 AVENIDA ""B"" 10-27 Zona 6",69136056,mayakantours@gmail.com,marakantours.com,1,1
288,MAYALAND S.A.,13 CALLE 1-51 Zona 10 EDIFICIO SANTA CLARA,13973012,cristina@viajesmayaland.com,,2,1
289,MAYAN DOOR,7A. CALLE 32-24 Zona 11 RESIDENCIALES MARIA JOSE,52603009,mayandoor@intelnet.net.gt,,1,1
290,MAYAN GLOBAL TOURS & TRAVEL,"19 AVENIDA 2-78 Zona 11 EDIF. DISTRITO MIRAFLORES, 7 NIVEL COLONIA EL MIRADOR",17937385,info@mayanglobaltravel.com,www.info@mayanglobaltravel.com,3,1
291,MAYAN LUXURY TRAVEL,15 AVENIDA 18-01 Zona 13 EDIFICIO APART HOTEL EJECUTIVO OFICINA 101,15672467,ochaclan@viajesmlt.com,,1,1
292,MAYAN TIME TOURS,"1A. AVENIDA 10-87 Zona 10 EDIFICIO TORRE VIVA 1ER. NIVEL, LOCAL 1B",35598899,info@mayantimetors.com.gt, operaciones@mayantimetours.com.gt,1,1
293,MAYAN WORLD VISION,20 AVENIDA 11-76 Zona 11 MIRADOR II,96695975,mayanworldvision@hotmail.com,www.mayanworldvision.com,1,1
294,MAYAN ZONE TOUR OPERATOR,"AVENIDA REFORMA 12-01 EDIFICIO REFORMA MONTUFAR, OFICINA 1403",98011750,,,1,1
295,MAYAXPLOR,"17 AVENIDA 19-70 Zona 10 EDIFICIO TORINO, OFICINA 1011",79386496,info@mayaxplortravel.com.gt,www.mayaxplortravel.com.gt,2,1
296,MAYORISTAS DE VIAJES,AVENIDA REFORMA,57655190,iberoyet@iberoyet.com.gt,www.iberoyet.com.gt,4,1
297,MEGA VIAJES DIVISION TRANSMUNDO,"RUTA 6 9-21 Zona 4 EDIFICIO CAMARA DE INDUSTRIA CAMARA DE INDUSTRIA 10 NIVEL OFICINA 10 ""C""",41485585,noelia@transmudo.com.gt,,2,1
298,MEGA VIAJES QUINTO´S,"AVENIDA REFORMA 8-60 Zona 9 EDIF. GALERIAS REFORMA, LOCAL 310",44934580,administracion@mvquintos.com.gt,www.mvquintos.com.gt,2,1
299,MESOTRANS,19 AVENIDA 16-70 Zona 10,90974041,meso.americanos@yahoo.com,,1,1
300,MI LUNA DE MIEL,"16 CALLE 4-53 Zona 10 EDIFICIO MARBELLA, OF. 2E",32469380,ventas@milunademiel.gt,www.milunademiel.gt,2,1
301,MIRA TRAVEL COMPANY,"10 AVENIDA LA REFORMA 9-55 Zona 10 EDIFICIO REFORMA 10, OFICINA 904",20274307,info@miratravel.net,,2,1
302,MISTERIO MAYA,"12 CALLE 1-25 Zona 10 EDIFICIO GEMINIS 10, TORRE NORTE, NIVEL 6",83183256,info@misteriomaya.com,www.misteriomaya.com,1,1
303,MOCHILEROS ANONIMOS TRAVEL AGENCY,11 AVENIDA 5-38 Zona 2 COLONIA CIUDAD NUEVA,77625122,info@mochilerosanonimos.com,mochilerosanonimos.com,3,1
304,MUNDIRAMA,"CALLE MARISCAL CRUZ 9-52, ZONA 4",41035716,,,2,1
305,MUNDITOUR,14 AVENIDA 6-45 Zona 14,75917670,eagleeye@terra.com.gt,,4,1
306,MUNDITRAVEL´S,"AVENIDA REFORMA 15-54 Zona 9 EDIFICIO REFORMA OBELISCO 2O. NIVEL, OFICINA 5",64490901,rocioporras@munditravel.com.gt,,2,1
307,MUNDIVIAJES,24 AVENIDA 8-60 Zona 14,82200653,mundiviajes2010@hotmail.com,,2,1
308,MUNDO JOVEN CAYALA,BOULEVARD AUSTRIACO 33-18 Zona 16 OFC. 5 D,99549730,hguzman@mundojoven.com.gt,www.mundojovenguatemala.com,2,1
309,MUNDO JOVEN GUATEMALA,12 CALLE 1-34 Zona 10,70946464,hguzman@mundojoven.com.gt,www.mundojovenguatemala.com,2,1
310,MUNDO JOVEN ZONA CATORCE,"10 AVENIDA 8-68 Zona 14 C.C. DECIMA PLAZA, SOTANO 2, LOCAL 16.3",23370354,h.guzman@mundojoven.com.gt,www.mundojovenguatemala.com.gt,2,1
311,MUNDO MAYA TOUR OPERATOR,AVENIDA REFORMA 13-70 Zona 9 EDIFICIO REAL REFORMA,69278764,"ventas@mundomaya.info, gerentemundomaya@gmail.com",www.mundomaya.info,1,1
312,MUNDO MAYA VOLANDO,"18 AVENIDA 1-50 Zona 15 VISTA HERMOSA II EDIFICIO ARISTOS OFICINA 10, VISTA HERMOSA II",25444351,ventasmundomayaviajes.com,www.mundomayaviajes.com,1,1
313,MUNDO TRIPS GUATEMALA,3 CALLE D13 Zona 17 CONDOMINIO VILLA ATLANTIS,55436228,managermundotrips@gmail.com,,3,1
314,MY LIFE TRAVELING,KILOMETRO 10.5 RUTA AL ATLANTICO CASA 21 Zona 18 CONDOMINIOS ALTOS DE CASA GRANDE,65647122,dinacastañeda10@gmail.com,,1,1
315,MY TICKET JOVEN INTERNATIONAL,10 CALLE 6-48 Zona 9 CENTRO DE NEGOCIOS GIBRALTAR,32635564,contact@myticketjoven.com,www.myticketjoven.com,2,1
316,NAHUAL TOURS,31 CALLE 9-61 Zona 13 COLONIA SANTA FE,10454844,nahualtours@gmail.com,,1,1
317,NANCY´S TRAVEL,13 CALLE 1-51 Zona 10 EDIFICIO TORRES DE SANTA CLARA II,42041592,gerencia@nancytravel.com,www.nancytravel.com,2,1
318,NATIONAL ANTIGUA,"DIAGONAL 19 25-50 Zona 7 LOCAL 2-12, CENTRO COMERCIAL PERI-ROOSEVELT",56452051,mmroca@nationalgt.com,www.viajareslomio.com,2,1
319,NATIONAL TRAVEL,"AV. REFORMA 7-62, ZONA 9, EDIF. ARISTOS OF. 104",91047409,natiotravel@guate.net,,5,1
320,NATUR-A TRAVEL,AVENIDA PETAPA 38-40 Zona 12,68461028,naturatravel1@gmail.com,www.naturatravelcentroamerica.com,3,1
321,NAWAL TOURS,6TA. AVENIDA 4-81 Zona 10,27052851,iliana@nawalmilleniumtours.com,www.nawalmilleniumtours.com,1,1
322,NEW VISION SOLUTIONS,4A. AVENIDA 14-21 Zona 10 EDIFICIO SANTA CLARA 4-14,39179657,info@nvstouroperator.com,www.nvstouroperator.com,5,1
323,NEXTRIP,18 AVENIDA 5-58 Zona 11 COLONIA MIRAFLORES,73533885,,,1,1
324,NEYS VIAJES Y TURISMO S.A.,13 CALLE 0-56 Zona 10,61192347,info@neystours.com,,1,1
325,NIM B'E BUSINESS & TRAVEL,2A. AVENIDA 15-12 Zona 14 EDIFICIO REAL AMERICA,28650735,ventas@nimbeagency.com,,2,1
326,NOMADA ECO TRAVEL,21 CALLE 5-71 Zona 11 MARISCAL,20435146,nomadaecotravel@gmail.com,,1,1
327,NUEVA SALUD,6 AVENIDA 9-85 Zona 9 EDIFICIO GALERIAS TIVOLI,70528821,acintron@nuevasalud.net,www.nuevasalud.net,2,1
328,"NUEVA TIERRA SANTA, AGENCIA DE VIAJES",13 CALLE 3-40 Zona 10 EDIFICIO ATLANTIS 2DO. NIVEL LOCAL 41,65423250,,,2,1
329,OMNITURSA,"7A. AVENIDA 6-53 Zona 4 EDIFICIO EL TRIANGULO, PRIMER NIVEL, LOCAL 27",14635728,gerencia@omnitursa.com,www.omnitursa.com,3,1
330,OMNITURSA,"DIAGONAL 6, 12-42 Zona 10 EDIFICIO DESIGN CENTER, 2DO. NIVEL",92730936,gerencia@omnitursa.com,www.omnitursa.com,6,1
331,OMNIUM TRAVEL GUATEMALA,18 AVE. 37-24 Zona 12 COLONIA JARDINES DE VILLA SOL,27090702,yvesmarchand@yahoo.com,,1,1
332,OPERADORA DE EXCURSIONES Y VIAJES GUATEMALA,,72340565,jporras@tecun.net.gt,,1,1
333,ORTIZ MERIDA IOM TRAVEL EXPERIENCE,"6TA. AVENIDA 20 CALLE 20-25 Zona 10 EDIFICIO PLAZA MARITIMA 1R. NIVEL EDIFICIO PLAZA MARITIMA 1R. NIVEL, OF. 1-4",72465156,ventas@iomtravels.com,,5,1
334,P & M  SURF PROJECTS,"20 CALLE 20-56 ZONA 10, 21 APARTAMENTO",80675380,mayaextreme@intelnett.com,,1,1
335,PATHWAYS GUATEMALA TOURS,"14 CALLE 32-15 ""A"" Zona 7 COLONIA TIKAL 3",99855511,info@pathwaysguatemalatours.com,,1,1
336,PISTA Y CAMPO,4A. AVENIDA 15-42 Zona 14,96470874,info@pistaycampo.com,,2,1
337,POSADA BELEN,"13 CALLE ""A"" 10-30, ZONA 1",64220781,inpura@posadabelen.com,www.posadabelen.com,1,1
338,PRIMA TOURS,22 AVENIDA 4-52 Zona 14,50406468,primatoursgt@gmail.com,,1,1
339,PROYECTA TO WORLD,"1 AVENIDA KM. 17.5 CARR. A SN. JOSE PINULA 2-114 2DO. NIVEL, LOCAL 14, C.C. LA PLAZOLETA",18687871,"agenciayouworld@gmail.com, jviniviopg@gmail.com",,2,1
340,"PTP, S.A.",11 CALLE 21-41 Zona 14,46889433,chemaalvarez@ptpmundomaya.com,www.ptpmundomaya.com,5,1
341,PULLMANTUR,1A. AVENIDA 13-22 Zona 10 INTERIOR HOTEL HOLIDAY INN,71873997,julio@pullmantur.com,www.pullmantur.com,1,1
342,QUALITY TOURS,14 CALLE 3-27 Zona 10,79903383,quality@intelnet.net.gt,,2,1
343,QUE LINDA GUATE,10 AVENIDA 7-62 Zona 1,54374837,info@quelindaguate.com,fb.com/quelindaguate,1,1
344,QUIMBAYA TOURS,1A. AVENIDA 10-43 Zona 10 EDIFICIO MONTYS,61553432,guatemala@quimbaya-tours.com,www.quimbaya-tours.com,1,1
345,QUIMBAYA TOURS,"18 CALLE 24-69 Zona 10 ZONA EMPRESARIAL PRADERA TORRE II, OF. 1108",89141321,guatemala@quimbaya-tours.com,www.quimbaya-tours.com,1,1
346,R.T.N.,"6TA. AVENIDA 0-60 Zona 4 EDIFICIO TORRE PROFESIONAL I, QUINTO NIVEL OF. 512",19873743,rudy.gonzalez@guatodo.com,www.guatodo.com,3,1
